"","x","y","c","json_data"
"V991",-10.1397289650314,-5.79439161971666,8,"17998"
"V992",-4.16284430380211,3.41796738785361,7,"12257"
"V993",-7.87266286373297,-1.50174942312595,5,"12527"
"V994",-1.15769845115724,3.47780640816175,7,"12984"
"V995",4.54655499149225,-1.76984015833043,2,"14306"
"V996",-3.33899336179324,4.06888037375438,4,"16586"
"V997",6.00179112105522,-0.66868414391677,2,"17096"
"V998",-1.99419157227591,3.96410342443189,7,"17259"
"V999",-4.87423751158805,-2.07995469582367,7,"18865"
"V1000",0.898866702232293,4.25867897371408,3,"10387"
"V1001",-4.9321486195214,3.4501955190028,4,"12480"
"V1002",-4.61884233687773,3.56639447022779,4,"14249"
"V1003",4.79541799336251,-0.873615649305229,2,"14292"
"V1004",-0.431846418758341,1.14039539055248,7,"16005"
"V1005",-4.0905996567236,-2.73805279006769,7,"16545"
"V1006",-4.16187415174693,3.75351793081053,4,"16578"
"V1007",3.06160678570041,-1.93380105397535,1,"16750"
"V1008",3.82372554213717,-0.832772987107129,2,"19215"
"V1009",-9.091807649145,-4.75952277762905,5,"10517"
"V1010",5.1953191570317,-0.465976424361334,2,"11853"
"V1011",-3.2839286895885,3.26515420442104,7,"12090"
"V1012",-0.112593508745483,2.37955516579498,7,"12704"
"V1013",-7.5918525257451,-1.93545410140948,8,"12953"
"V1014",-3.21714419294671,3.79242595638214,3,"13363"
"V1015",-8.90648418610608,1.84184413744876,4,"14140"
"V1016",-3.85808915634192,1.62799348001773,3,"15079"
"V1017",1.87810520552877,3.95636482692177,3,"15738"
"V1018",-5.57430249517869,2.49637526181787,7,"19083"
"V1019",-6.1276832472473,0.398509638670887,4,"10021"
"V1020",-0.822004753247257,1.9180476825732,3,"11221"
"V1021",6.72699137589893,-1.01079073595561,2,"12340"
"V1022",-1.0343890781982,3.67627769449033,7,"15355"
"V1023",-4.02708852347014,-1.71862119917934,7,"15466"
"V1024",0.624113082106759,3.90353019300003,3,"15961"
"V1025",-9.37644385731459,-1.99236960740284,5,"17002"
"V1026",6.68743897926273,-1.07557129561815,2,"18330"
"V1027",-1.41297981749996,4.84911581000528,3,"18708"
"V1028",-5.54560264926274,2.97190788106913,6,"19079"
"V1029",7.13794646618033,-0.78515484543478,2,"19220"
"V1030",0.513911198126984,0.759844069171624,7,"19850"
"V1031",-5.78729979170398,0.165500345249908,4,"10985"
"V1032",-3.99445826611561,-1.83458859339765,8,"11488"
"V1033",3.27916008789743,2.11330022032345,2,"11561"
"V1034",-3.55092286247374,2.9164648974822,4,"11868"
"V1035",-1.18367943796609,5.29784840999834,3,"14853"
"V1036",3.17658240405161,2.54479727674824,3,"15181"
"V1037",-3.03830899634938,3.57610775066347,7,"15719"
"V1038",1.55316359585093,2.85581129955579,1,"16521"
"V1039",-4.6722367976776,0.41733075750115,7,"17191"
"V1040",0.630755458192408,-0.713833520929124,1,"17989"
"V1041",-4.56318709920405,3.95701770087293,4,"19165"
"V1042",-3.87611987283723,-1.63699547656406,7,"10015"
"V1043",-4.78307317787845,2.29422175510739,6,"10854"
"V1044",0.628633842346692,3.97837277242794,3,"11558"
"V1045",-7.65980538432599,-3.44752684742463,5,"11726"
"V1046",-10.2125631115598,-5.94836942465739,8,"13473"
"V1047",3.20133887439087,-1.15573962041748,2,"18837"
"V1048",-9.23907922361385,-5.59514659382735,8,"12276"
"V1049",-8.05358015715122,-3.94635707666239,6,"14792"
"V1050",-6.89082004873162,-0.172738133753212,5,"16303"
"V1051",-0.93851053719963,0.715046893875799,7,"16492"
"V1052",7.14055169876418,-0.785413501276152,2,"17916"
"V1053",-1.05821633065659,3.68534173475969,3,"19403"
"V1054",3.19291125225937,-0.10476083228311,2,"12805"
"V1055",-5.13571518307902,4.78270645067241,3,"13003"
"V1056",-3.88612780004844,0.507736432822207,7,"13498"
"V1057",4.76519368162176,-0.947221738856391,2,"14094"
"V1058",-6.02348521089713,4.25820118807095,5,"14353"
"V1059",-3.17820512566433,2.0256866564232,7,"15049"
"V1060",-5.15876828880011,-0.964603323330563,5,"15324"
"V1061",0.63621822260718,3.87152290291306,3,"16476"
"V1062",-3.11103267982517,4.17704854196648,3,"18950"
"V1063",-2.12336791661227,4.21133535866761,3,"11172"
"V1064",-8.17120902317823,-0.42553437806995,5,"11464"
"V1065",-5.12966495157225,3.45131856652685,4,"13036"
"V1066",1.06249235189907,0.646577699320055,7,"19527"
"V1067",1.31801140618933,3.48812987265242,3,"11182"
"V1068",4.76574452116487,-0.952863565336817,2,"12543"
"V1069",3.84084913866708,-0.845806906333966,2,"13869"
"V1070",-4.4805165757785,3.02666154056714,4,"15952"
"V1071",-7.59707592758871,-3.65066604969086,5,"17415"
"V1072",-9.21130053982591,-4.39879350611959,8,"10265"
"V1073",0.936176655017772,3.07941885293067,3,"10522"
"V1074",3.58679725205485,-1.22931865512049,1,"10722"
"V1075",6.1003651236858,-1.14094063581997,2,"13132"
"V1076",6.72313212749117,-1.00699457091885,2,"14219"
"V1077",-0.474944945935978,-2.02987882323255,7,"15542"
"V1078",3.53823038190033,0.049983443462797,2,"15620"
"V1079",1.13340155395104,0.627655553053802,7,"18169"
"V1080",-4.82980791152667,-1.83737893027175,7,"10452"
"V1081",1.55880397380796,-1.01707964329334,1,"10683"
"V1082",-2.69142861446758,3.96092050883712,3,"12445"
"V1083",-0.963560800617669,-0.0903890733923498,1,"12765"
"V1084",-3.38739560048891,3.7685188198308,4,"12824"
"V1085",-5.12311605555156,-0.11578525634302,5,"15758"
"V1086",-5.37311236053149,-1.85448431513397,5,"16181"
"V1087",-3.66416597027564,-0.641569549651829,7,"18489"
"V1088",-5.93180969659406,0.135381097606767,4,"19874"
"V1089",4.13892812064645,-1.21525958440979,2,"11113"
"V1090",-6.70589430862436,1.83523475775849,4,"11867"
"V1091",-8.34018857899918,-2.64791770252373,8,"15453"
"V1092",5.48008495019969,-1.98804498412844,2,"17334"
"V1093",4.36857774496039,0.0163203915423101,2,"17398"
"V1094",6.02123889507989,-1.3352384662106,2,"17820"
"V1095",5.96949998853397,-0.702892609479516,2,"10037"
"V1096",-9.43394274142469,-5.3506092251905,8,"10231"
"V1097",-3.11572218204381,1.30260787885791,3,"10264"
"V1098",-0.66889086334831,1.63853773728179,5,"11333"
"V1099",-7.62383983402731,-3.22722890767242,5,"12576"
"V1100",0.882434895111832,1.50815441451119,1,"12611"
"V1101",-6.91246066682335,-1.46628907203371,8,"12909"
"V1102",-2.26119500571171,1.74431428154882,5,"13456"
"V1103",-2.09580016410032,2.98731044084041,7,"16322"
"V1104",-5.29201341088973,-3.04190390769294,4,"18613"
"V1105",-6.07307420328284,-3.80504320723698,8,"19045"
"V1106",-3.12751249277016,2.22414838877344,3,"19228"
"V1107",-6.73112292300833,-3.67981311721608,5,"10884"
"V1108",1.01666666634643,-0.861177268490291,7,"11974"
"V1109",1.20059137544286,3.24764194538977,7,"14835"
"V1110",3.42470888835952,-1.4161907062502,2,"16094"
"V1111",-3.04632716597527,-1.05767029741286,4,"17908"
"V1112",4.87091238586303,-0.682519237826065,2,"18450"
"V1113",-0.643222273427798,3.70022775438538,3,"19858"
"V1114",-0.676802515399235,0.721876904481398,3,"10012"
"V1115",-2.25055639781333,0.352072687585163,7,"10861"
"V1116",-7.79751610688469,-4.27111088648354,6,"12472"
"V1117",-6.11887312467859,-0.482659158488423,5,"13253"
"V1118",4.12742244410377,2.44435158850007,3,"13778"
"V1119",-0.467789456243921,-2.0568859016085,7,"16159"
"V1120",-2.21996104070565,-0.135583569146156,1,"17238"
"V1121",7.14719810552705,-0.791114345108491,2,"17863"
"V1122",3.00030707483544,-1.5863734839548,1,"19694"
"V1123",-7.43743237338093,-1.58333114674662,5,"12212"
"V1124",6.66445891024719,-1.13127809236278,2,"14535"
"V1125",-9.46294869156823,-6.40536768791137,5,"15113"
"V1126",0.986434172702137,3.11724284321006,3,"16332"
"V1127",-8.49184725916812,1.34746695762938,4,"18616"
"V1128",3.0518499799879,-1.82277595612068,1,"11692"
"V1129",7.14055169876418,-0.785413501276152,2,"11714"
"V1130",-7.34721900610917,-0.649487524815446,4,"12337"
"V1131",-4.29904683857341,-1.09327399562888,7,"13688"
"V1132",-3.60963751966259,-1.96162525460034,7,"14785"
"V1133",-2.72090557296896,3.56185874379941,3,"15970"
"V1134",1.87798523326832,3.92527867172238,3,"16556"
"V1135",-9.72165508978026,-4.37329774048991,5,"16746"
"V1136",7.14260132451236,-0.787380496771471,2,"19115"
"V1137",-2.76037627610302,-1.78978978762103,7,"19364"
"V1138",-1.98597568697683,3.16022047434917,7,"19882"
"V1139",-0.990405626634293,0.113289158888053,7,"11984"
"V1140",-1.55150501841108,4.99642292847706,3,"14250"
"V1141",4.31021001290335,-1.89209824251634,2,"14297"
"V1142",-6.94437555754341,-2.37529260788521,6,"15370"
"V1143",1.92948716791461,3.58540714472615,3,"15811"
"V1144",-7.05444369548167,-1.27369544592522,4,"16678"
"V1145",0.961224904522138,3.48708268092793,3,"18401"
"V1146",-0.307949386532489,3.49376488386443,3,"10045"
"V1147",-2.19678110103559,2.87454521425091,7,"10785"
"V1148",-3.50149299517376,-0.180745995458711,7,"11068"
"V1149",-2.59348832933717,3.46752681056207,4,"11218"
"V1150",-2.0367301862574,5.31433581902857,3,"11278"
"V1151",-4.10072013629309,-0.896487314369007,7,"11894"
"V1152",-0.962122521604722,5.59776585001741,3,"13405"
"V1153",-0.305797119650169,3.41675656993052,3,"13448"
"V1154",-2.94768317718252,4.68594201075989,3,"13790"
"V1155",5.63580268473324,-0.733905450417601,2,"14496"
"V1156",3.60178096497328,-1.21142075009159,1,"14732"
"V1157",-2.69320795881286,4.07638562454885,4,"15759"
"V1158",-7.93262588341172,-3.91192774043846,8,"16427"
"V1159",-5.41111515533947,-2.01807204753028,8,"17154"
"V1160",7.14417515791046,-0.787736881323967,2,"17286"
"V1161",-7.36762462732447,-4.04394133138909,5,"17914"
"V1162",-1.71939627920219,3.90607559286694,7,"18161"
"V1163",2.09967241857256,2.82678137825661,3,"18187"
"V1164",-2.41604094033623,4.13914536164998,7,"10256"
"V1165",-1.19569016044735,3.47705299775256,7,"12528"
"V1166",4.13231512628354,2.48951331836963,2,"14550"
"V1167",4.19238566487908,-2.03134915204554,2,"18079"
"V1168",-8.54449250252516,-5.24894507206547,8,"18100"
"V1169",1.68070713016857,3.81573559593967,3,"12181"
"V1170",-5.99465967813052,-0.652422768578369,5,"12408"
"V1171",-1.89172433092031,5.08170305112353,3,"14033"
"V1172",-1.98010906547501,2.20184081113929,3,"14045"
"V1173",-7.79695210653281,1.98156574920042,4,"14869"
"V1174",2.95254885417793,0.00216751765456074,2,"15050"
"V1175",-4.40887099168448,0.0544895482474313,5,"15550"
"V1176",1.8989331652748,3.72147262105177,3,"16563"
"V1177",-0.308498397639761,3.47086888305756,3,"17304"
"V1178",-7.17921436956407,-3.44806328015163,6,"17711"
"V1179",-1.30041529533308,0.147293746761278,3,"17926"
"V1180",-3.40711180293159,1.26806090872165,6,"18388"
"V1181",0.516251988882674,4.08348017066754,3,"18585"
"V1182",-4.27461067673652,-2.93817370381519,7,"10084"
"V1183",7.13794646618033,-0.785154845434779,2,"10121"
"V1184",6.09918019257987,-1.13996904853105,2,"11028"
"V1185",-6.50470495601748,2.32689773871023,4,"11093"
"V1186",-1.4367990372232,5.18590616795208,3,"15715"
"V1187",-1.18036846489987,2.74793036393762,7,"16119"
"V1188",3.67142010373633,-1.49736160124502,2,"18692"
"V1189",-3.92718516895642,-1.59880872446772,1,"19192"
"V1190",1.87008210184789,4.0444402973789,3,"10266"
"V1191",-0.34080054046482,3.35337982321458,3,"10373"
"V1192",-10.18148928752,-1.6943408040261,5,"12939"
"V1193",0.961363378308606,2.93377404349684,7,"14612"
"V1194",-4.09666193627714,4.07977225302909,3,"14622"
"V1195",-6.40183551686693,-2.69842784921623,8,"15358"
"V1196",2.63950482109996,0.123096042037079,2,"15504"
"V1197",-1.97893354560904,3.1755524097242,7,"16469"
"V1198",0.0115208492503435,0.730210390209272,7,"18275"
"V1199",-3.85147431005214,0.208752387970256,7,"18355"
"V1200",-3.58901517478395,-1.14142808183426,6,"19155"
"V1201",-3.44995972424653,-2.11557538799592,7,"10661"
"V1202",6.6893292876247,-1.08071359457166,2,"12211"
"V1203",5.25536514880542,0.0813715915385973,2,"13344"
"V1204",-5.61537690701194,1.53280589631036,7,"14261"
"V1205",0.952670507458633,4.39151785779572,3,"14470"
"V1206",-2.6191745175434,3.58174557008835,3,"14571"
"V1207",3.81088628428922,-1.07542819097426,1,"15145"
"V1208",-4.28677551075094,4.05662294143649,6,"15587"
"V1209",-7.35909011875777,-1.27024666032731,8,"16340"
"V1210",3.89682771738153,-1.98760065765768,2,"16732"
"V1211",-5.06764090708158,-0.0231224549818645,5,"18058"
"V1212",4.2825938260252,-0.648230606533964,2,"18063"
"V1213",-8.59551457032761,-5.33872818592007,5,"18359"
"V1214",3.03837328096969,-1.90237380636787,1,"11572"
"V1215",-6.88469266019836,3.67570225086821,3,"12668"
"V1216",6.01396492505264,-1.34456705923687,2,"12787"
"V1217",0.919866082920676,3.64459329117126,3,"12916"
"V1218",-1.18211654652632,3.37987384448762,7,"14084"
"V1219",7.14719810552705,-0.79111434510849,2,"14962"
"V1220",-0.0628936032217265,0.752142182057205,7,"16317"
"V1221",-0.972686915858713,-0.221151686617757,1,"17451"
"V1222",-7.71431667751587,0.741793492410786,5,"19110"
"V1223",-0.933200531841546,5.70153072930655,3,"19145"
"V1224",-6.54000807404641,-2.97506927108819,8,"13022"
"V1225",-3.23831135721045,1.53293235126481,7,"14487"
"V1226",-5.72894723739064,2.33587290875583,4,"14884"
"V1227",-3.96183250430871,0.433681848632702,7,"19799"
"V1228",0.659601896165582,4.2635141865718,3,"10488"
"V1229",-7.32747509843753,1.65374095794045,4,"10725"
"V1230",3.79996282269092,-1.08796464031014,1,"15093"
"V1231",0.947908535722225,3.15334325661084,3,"15327"
"V1232",-0.0975192335921929,2.46360429997347,7,"15874"
"V1233",5.4701169923837,-1.97519973888822,2,"15900"
"V1234",-1.94109033717975,5.33535514476457,3,"17460"
"V1235",5.24222580041266,-0.437797070288753,2,"18208"
"V1236",0.871662659194593,4.24040840479006,3,"18287"
"V1237",4.83429032707165,-0.796323510601247,1,"10418"
"V1238",7.14260132451236,-0.787380496771471,2,"12570"
"V1239",-4.88509283438065,-2.28954195743131,1,"12615"
"V1240",-9.24008249353364,-4.79779177590048,5,"13284"
"V1241",2.87547375186815,-0.159745582290705,1,"14930"
"V1242",-2.47158080756176,3.92336547111567,3,"17744"
"V1243",-1.70347193383953,2.12067706989951,3,"17787"
"V1244",-1.96955762285518,3.27067402781032,7,"18447"
"V1245",3.41610362055341,-0.0351198442608916,2,"19700"
"V1246",-7.59867059996807,1.88868141421438,4,"10014"
"V1247",-3.52361740953803,-2.11263877375394,7,"10162"
"V1248",-2.61329676461665,1.78998776487262,4,"10660"
"V1249",-3.76717666748069,4.09216549988439,4,"11262"
"V1250",-10.368932202151,-4.96584915451651,8,"13030"
"V1251",-5.01996830593946,-2.58682012237955,7,"14914"
"V1252",-10.6501879405767,-6.09669729379713,8,"15743"
"V1253",4.25800615810021,0.556878177254162,2,"16652"
"V1254",6.0245072152825,-1.4603871469179,2,"16875"
"V1255",-4.41148532267193,-0.407889749234964,5,"16913"
"V1256",1.44185299493709,2.83845824935767,3,"11025"
"V1257",5.4777534727269,-0.792074266485192,2,"11149"
"V1258",-7.70638753301703,-5.70784583213184,8,"12672"
"V1259",-0.863356421903174,2.4434965606887,7,"12764"
"V1260",5.88080316253884,-2.80045147664307,2,"13382"
"V1261",-5.01897589247748,-2.66235074167122,1,"13388"
"V1262",-5.62693037895995,2.39658802031215,4,"14091"
"V1263",-0.68527162378933,5.65228235654535,3,"14100"
"V1264",2.64189704254767,-1.03497701115056,1,"14330"
"V1265",1.10068977143083,0.385759382362131,7,"15521"
"V1266",-5.45318806599346,-2.54639326483534,7,"16282"
"V1267",4.48990215557543,-0.2579489245493,2,"16789"
"V1268",1.62252735136801,3.77010144342534,3,"18037"
"V1269",-2.67619946285478,4.02264401475908,3,"19371"
"V1270",-2.39387458308608,0.544003566421023,7,"11641"
"V1271",-2.55238661253711,4.1327943199611,6,"14473"
"V1272",5.44488259405143,-0.462034875792793,2,"14916"
"V1273",-2.41949388736044,4.15000375099579,7,"15330"
"V1274",-1.91019569973294,-0.874282995597444,4,"17666"
"V1275",-2.16296300497115,1.56075581946465,7,"18006"
"V1276",0.0167638363053583,-0.952517795676581,1,"18273"
"V1277",-7.66807588837003,-0.476140706931602,5,"10512"
"V1278",-5.4491547869013,3.01273913106618,4,"10516"
"V1279",7.14268673220222,-0.787402883145586,2,"11787"
"V1280",-6.39839166960354,2.01363516003649,4,"12105"
"V1281",-2.45415928489752,4.38151548615678,3,"12269"
"V1282",-2.73419926703773,4.09297589875035,6,"13208"
"V1283",4.85710861675594,-1.87974416170276,2,"13271"
"V1284",1.96922798676686,-1.76532764359264,1,"13744"
"V1285",-3.26998613372057,-2.59621789254075,7,"15030"
"V1286",4.36646278581921,-1.21280247053387,2,"15131"
"V1287",-2.54723664436809,0.186785323075324,7,"15914"
"V1288",2.57575218263557,2.32012237268817,3,"16996"
"V1289",-1.60949511956667,4.10452662660607,3,"17204"
"V1290",4.37126900525054,-1.14321072568415,2,"12406"
"V1291",5.01222402766346,-1.84056793624842,2,"13640"
"V1292",-3.61003193692188,1.05318578909511,5,"13854"
"V1293",-6.58354547195136,2.78767743450842,4,"13873"
"V1294",-4.57885808673605,-1.50979079039077,7,"15405"
"V1295",-2.15654894880342,2.8049022793386,7,"15438"
"V1296",4.47031323384327,-0.974015954305711,2,"16760"
"V1297",1.17466687522559,4.62245030662674,3,"19383"
"V1298",-6.17043323448214,-3.87439121234376,5,"19839"
"V1299",1.9941553912601,3.7018893752228,3,"11362"
"V1300",-2.54357190761271,4.15419492314537,6,"12422"
"V1301",-2.5370320694933,2.48022292466046,7,"14520"
"V1302",1.58816605114474,1.11705998207121,3,"15498"
"V1303",-2.50749024979214,-1.47405421323441,7,"15533"
"V1304",1.65726582988033,3.59776488713366,3,"10748"
"V1305",2.17510689161301,-1.96659457290146,1,"11994"
"V1306",-8.16695474881218,-1.81502629420859,6,"13347"
"V1307",4.0702493444907,2.5121283746924,2,"14773"
"V1308",-7.65004555756799,-0.354673953372677,5,"17069"
"V1309",0.268841783359752,1.42627179060666,7,"17683"
"V1310",2.60040694144616,1.31385364762168,2,"19617"
"V1311",-1.92053289960578,5.05074192497647,3,"19622"
"V1312",-3.78291072612021,4.07265068441901,3,"10375"
"V1313",-1.02935729596353,-1.39661888297941,1,"13223"
"V1314",0.51811236347762,-0.952785974495494,1,"15187"
"V1315",4.80760847059317,-0.881338458333729,2,"16367"
"V1316",4.81938798919967,-0.998645822504307,2,"16369"
"V1317",5.72062241550634,-0.217544268391403,2,"10780"
"V1318",3.92338134617614,-1.91268258458348,2,"11724"
"V1319",-7.28795114569862,-0.956848142806344,6,"11801"
"V1320",7.14260132451236,-0.787380496771471,2,"12650"
"V1321",-1.76983479935994,4.28755638731314,1,"13939"
"V1322",-0.581675773954593,2.32099652578247,3,"14115"
"V1323",-6.50868500493648,-2.71889139057762,7,"15275"
"V1324",-3.57205595259482,3.68321634860834,4,"15342"
"V1325",-3.40016712785347,3.52167783582213,4,"15949"
"V1326",-0.731400188215753,4.64369893053658,4,"16897"
"V1327",-8.48240882239919,1.61817549596874,4,"17561"
"V1328",-0.729973435401409,-0.445924913615068,1,"18038"
"V1329",-1.05593108765836,3.66257144252735,7,"13218"
"V1330",-3.01253617646139,3.28151179947136,7,"13359"
"V1331",-8.14793235107972,-2.0023673466457,6,"14101"
"V1332",-8.47123132269275,1.37560660486726,4,"14393"
"V1333",3.89399457873893,-1.91364596435781,2,"15580"
"V1334",-6.50745375272713,2.78579215372401,4,"15658"
"V1335",-5.91847460008084,0.693930285948013,4,"16127"
"V1336",-2.73246932002326,-1.27977683301799,7,"16896"
"V1337",3.05320750119586,-0.0545146532060782,2,"17773"
"V1338",4.39781935380544,0.0435089477035738,2,"17947"
"V1339",-3.39448332269107,0.142675778495852,5,"18119"
"V1340",-3.51840936155588,-0.337600112856122,7,"18138"
"V1341",1.62888119646629,3.72508969027609,3,"18672"
"V1342",-5.50712469815776,1.56332740071031,5,"19290"
"V1343",-2.10270132092237,2.94186424437721,7,"19709"
"V1344",-8.55328941047895,-1.28950707805416,4,"12750"
"V1345",-5.60089351142936,3.76643269001202,4,"12937"
"V1346",-8.36081389672351,-5.06485515752613,8,"13351"
"V1347",-4.91521660448563,-2.057583961966,7,"13627"
"V1348",4.81298073643682,-2.18050933582735,2,"15141"
"V1349",1.09689263159675,-0.915936634977235,7,"16243"
"V1350",-0.167708823534071,1.05462090316712,7,"17591"
"V1351",3.76639150304623,-0.636783530300976,2,"18061"
"V1352",-10.4735143848645,-5.95933362824829,6,"10669"
"V1353",4.81720131801609,-0.661614952996961,1,"11591"
"V1354",2.9978997600404,2.04592592455774,3,"11728"
"V1355",-1.14355063862425,5.035069169683,3,"12355"
"V1356",-4.48452547663784,3.68749216100482,7,"12357"
"V1357",-5.17769378295459,-0.0808582709641434,5,"13794"
"V1358",0.124559906084444,0.917269096055735,7,"14741"
"V1359",-6.66431496501158,-0.965594253958705,5,"15626"
"V1360",0.951334955480602,3.05297148242606,3,"16257"
"V1361",0.718958101422484,4.28891352639447,3,"16488"
"V1362",-8.36442756725798,-4.38351530092509,8,"17257"
"V1363",1.67649333983264,3.57310667383623,3,"17571"
"V1364",-4.03784537456982,2.87285975860353,7,"18701"
"V1365",-1.83272357730782,3.96281029126429,3,"19275"
"V1366",1.20587696902061,-1.61018401666316,1,"12809"
"V1367",-2.60477772089705,4.30680699830193,4,"13687"
"V1368",-6.04817002238545,-3.88426313733783,5,"15198"
"V1369",-8.47888600918155,-2.05187863298549,4,"16011"
"V1370",2.98279083791295,-1.59692739729729,1,"16200"
"V1371",3.06321897365088,2.14154528865085,2,"16500"
"V1372",-1.10032782323686,3.63299171912857,3,"17943"
"V1373",3.97442172218117,-1.8930349126875,2,"18626"
"V1374",3.06307685179245,2.07963672780344,3,"10000"
"V1375",-2.68038166965652,2.62131235725717,7,"10419"
"V1376",3.23727037174759,-1.53770781089082,2,"14349"
"V1377",-4.42252601332001,0.964858968588984,7,"15332"
"V1378",3.03373631792746,2.17909237665922,3,"16075"
"V1379",-1.40524160413395,-2.79850964137609,7,"16631"
"V1380",-3.58294258875671,3.79407522111476,7,"17006"
"V1381",1.9990832211164,0.178954115598302,7,"17306"
"V1382",-9.16789792635446,-2.70944849705761,6,"17870"
"V1383",2.5506541103815,-0.978964728633068,1,"10151"
"V1384",5.51470011586982,-1.26915824578945,1,"10309"
"V1385",-0.507474969011153,-2.2511427339912,7,"10737"
"V1386",-3.75076068651254,-3.54239663756069,7,"11341"
"V1387",-6.38396895687505,-2.50269700739234,8,"11576"
"V1388",-2.14692056210709,2.98658057349937,3,"12847"
"V1389",-7.83294443683596,1.61887262601454,4,"13491"
"V1390",5.90962395652408,-2.73395005856853,2,"13573"
"V1391",-7.05834376521766,-0.167262828451365,5,"15250"
"V1392",-3.3754354001235,0.452632821233286,4,"18684"
"V1393",5.4642973177827,-0.141939838873008,2,"19259"
"V1394",3.31500505606114,-1.6898888329926,2,"19407"
"V1395",-10.3873412615313,-6.00577196550289,6,"19536"
"V1396",-3.57036933405547,3.60897697368906,7,"10349"
"V1397",4.56458212344758,1.52809049917474,2,"12832"
"V1398",7.13585184235687,-0.782613811152363,2,"13229"
"V1399",-2.86337690066593,1.26201557841112,7,"13481"
"V1400",-0.0548860207743987,2.43157407620824,3,"14926"
"V1401",2.10130704752973,2.78785833736481,3,"15814"
"V1402",7.13794646618033,-0.785154845434779,2,"17273"
"V1403",0.657234551016066,4.28342606021968,3,"17443"
"V1404",-6.34314390084166,2.72109319304933,5,"18948"
"V1405",1.69996343678436,3.77511065510845,3,"19737"
"V1406",-3.19151090186484,1.82463400686439,7,"10812"
"V1407",-3.79107473025631,-0.90634895271784,7,"11023"
"V1408",0.464002770404,4.12809580347276,3,"11151"
"V1409",-2.11250792572593,3.09491991874277,7,"11671"
"V1410",-10.7163120173233,-5.6323004973425,5,"12305"
"V1411",3.35043411091347,-1.44921995883979,1,"14197"
"V1412",6.68505169398712,-1.073141910971,2,"14812"
"V1413",3.87436821729329,-1.96711118824642,2,"15820"
"V1414",-5.75084402503759,-2.52541394843214,5,"10986"
"V1415",-0.276228609772368,3.26867241283393,7,"12644"
"V1416",1.6882068175494,-1.29438605550591,2,"14544"
"V1417",-2.45100982019746,3.98772689139423,7,"15630"
"V1418",-7.60448112804938,-0.913438668550612,5,"11138"
"V1419",-3.58953965558886,3.53408457144331,7,"12743"
"V1420",-2.5943255042204,-0.469597160860457,6,"13197"
"V1421",-5.81884155769224,-4.27346193481598,5,"13547"
"V1422",4.46833949821986,-0.774731091092068,2,"13735"
"V1423",-6.63283585410301,2.02288461792087,4,"14858"
"V1424",0.602986288303026,4.19455062666659,3,"15819"
"V1425",2.08615964085408,-1.73851837206582,1,"17339"
"V1426",1.82981692064919,0.754187278123336,2,"17951"
"V1427",-2.6070797596669,4.15316693693512,1,"19203"
"V1428",-2.16644545450655,3.1425334495794,4,"19670"
"V1429",-9.13886020487701,-1.63038312976231,6,"10101"
"V1430",-12.6929204868224,-8.21842736558319,8,"10334"
"V1431",3.70894551444302,-0.439667794089891,1,"10918"
"V1432",6.7905384051876,-0.580775986859956,2,"11176"
"V1433",1.5055037920792,3.9565584980075,3,"13105"
"V1434",3.08502255910239,-1.09594780641777,2,"13564"
"V1435",6.71105143039058,-1.01560318624763,2,"16564"
"V1436",3.03407739253018,2.08997470689906,2,"16754"
"V1437",-2.6374547480875,4.04107684584482,4,"16851"
"V1438",-11.8908080848149,-3.73030200476451,8,"16965"
"V1439",-6.51997395707253,2.74960065089349,4,"17967"
"V1440",1.54870426959278,-1.45994606723423,7,"17996"
"V1441",0.576900744069995,4.14853675447717,3,"18062"
"V1442",-9.7491833313706,-3.23042664944649,8,"18132"
"V1443",2.19043558670853,-1.83335332789412,1,"19120"
"V1444",-0.213103078235896,3.81045621908019,3,"11533"
"V1445",0.427972049118343,-0.678269582886701,7,"12188"
"V1446",-2.4162931148577,4.16989647875325,4,"12405"
"V1447",0.503371159042234,4.06723863003823,3,"12459"
"V1448",0.0539566187522005,2.65318461000943,3,"14582"
"V1449",-8.23021298896634,-1.85870041567513,5,"16185"
"V1450",-8.71706394477624,-1.02466521457685,5,"17013"
"V1451",-6.94571400906706,-1.29516839947502,5,"19338"
"V1452",-8.47435597071787,-2.66432600529662,6,"10127"
"V1453",-4.9654846837706,-1.85451372052652,7,"11478"
"V1454",-9.16403671193329,-2.58289917335687,8,"13556"
"V1455",-3.21180485903956,-0.5187582570817,3,"13674"
"V1456",-3.9117688756942,-1.47838094863392,1,"14676"
"V1457",4.87571881962627,-2.07646293562223,2,"16512"
"V1458",-10.2558694298404,-7.60238581516802,8,"15006"
"V1459",1.41764602093295,-0.0519437130369399,2,"16418"
"V1460",-2.2856084435829,5.10079828322908,3,"12748"
"V1461",5.62133599997207,-0.541392983560571,2,"13741"
"V1462",-6.66766351797544,2.90071081709542,3,"14504"
"V1463",0.701347744069711,3.91970065253012,3,"14664"
"V1464",7.14719810552705,-0.79111434510849,2,"15570"
"V1465",-6.37378516164697,2.05410930684605,4,"15710"
"V1466",-5.44241300147801,-1.75133528013295,8,"17358"
"V1467",-5.2124323898168,4.38211434116698,3,"17938"
"V1468",3.12964345818816,2.27241251977897,3,"19788"
"V1469",2.4376304946079,-1.63575277449641,1,"11356"
"V1470",-4.94250741713563,-2.10064785379106,7,"11444"
