"","TOPLD1DAY1","AISLE1DAY1","PSADAY1","EXHIBITIONDAY1","MAINDAY1","POSTERDAY1","PSBDAY1","WC1DAY1","PSCDAY1","ROOM1DAY1","PSDDAY1","ROOM2DAY1","CIDAY1","BOTLD1DAY1","SERVEDAY1","ROOM3DAY1","ROOM4DAY1","WC2DAY1","CIENTRY4DAY1","TOPLD2DAY1","CANTEENDAY1","AISLE2DAY1","WC3DAY1","ROOM6DAY1","ROOM5DAY1","ENTERTAINDAY1","BOTLD2DAY1","TOPLD1DAY2","AISLE1DAY2","PSADAY2","EXHIBITIONDAY2","MAINDAY2","POSTERDAY2","PSBDAY2","WC1DAY2","PSCDAY2","ROOM1DAY2","PSDDAY2","ROOM2DAY2","CIDAY2","BOTLD1DAY2","SERVEDAY2","ROOM3DAY2","ROOM4DAY2","WC2DAY2","TOPLD2DAY2","CANTEENDAY2","AISLE2DAY2","WC3DAY2","ROOM6DAY2","ROOM5DAY2","ENTERTAINDAY2","BOTLD2DAY2","TOPLD1DAY3","AISLE1DAY3","PSADAY3","EXHIBITIONDAY3","MAINDAY3","POSTERDAY3","PSBDAY3","WC1DAY3","PSCDAY3","ROOM1DAY3","ROOM2DAY3","CIDAY3","BOTLD1DAY3","SERVEDAY3","ROOM3DAY3","ROOM4DAY3","WC2DAY3","TOPLD2DAY3","AISLE2DAY3","WC3DAY3","ROOM6DAY3","ROOM5DAY3","ENTERTAINDAY3","BOTLD2DAY3"
"13758",0,1640,6083,0,0,108,3290,389,0,0,0,0,0,71,0,0,0,0,0,0,0,127,0,0,0,117,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13760",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,493,0,2452,0,346,0,0,0,0,0,0,23,0,0,0,0,354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13761",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1418,4512,983,0,164,5539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13762",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2267,0,1931,0,0,0,0,0,0,0,0,86,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13763",0,2889,3353,0,11590,542,2669,1123,2975,350,0,0,8,87,0,0,0,0,0,0,882,328,0,0,0,3980,94,0,1989,0,5088,7744,476,4944,0,0,0,0,0,8,91,0,0,0,494,0,702,589,1132,0,0,4524,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13766",0,1291,0,1032,0,14,0,0,0,0,0,0,40,90,9,0,0,0,0,0,0,1640,0,0,0,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13770",0,1022,0,1334,11328,0,0,0,0,0,0,0,24,62,0,0,0,0,0,0,592,121,0,0,0,0,43,0,1464,0,477,9374,0,0,0,0,0,0,0,0,85,7,0,0,441,0,4911,277,267,0,0,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13775",0,714,0,0,0,677,0,23,0,0,2865,0,19,59,0,0,0,0,0,0,0,92,0,0,0,1875,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,874,0,0,0,45,4766,0,0,0,0,0,33,0,0,0,0,0,49,0,0,0,87,24
"13776",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1146,2539,3293,0,472,5382,252,0,0,0,0,0,49,0,0,0,0,0,0,232,354,0,0,2105,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13777",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1694,0,0,0,31,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13778",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1532,0,2699,4883,2143,0,86,0,1906,4207,0,16,32,0,0,0,56,0,1308,2295,310,0,0,2395,45,0,605,2841,252,5232,90,0,0,0,0,0,36,44,0,0,0,0,0,141,0,0,0,0,26
"13779",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1437,0,755,0,112,0,0,0,0,0,0,66,32,0,87,0,126,0,0,1244,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13780",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,934,0,2964,0,0,0,0,0,0,0,0,76,73,0,0,0,0,0,0,275,218,0,0,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13781",0,4864,0,787,10576,456,0,304,0,290,8762,0,28,92,8,0,0,0,0,0,816,460,355,0,0,4174,93,0,4815,2066,1150,8582,84,6268,330,0,0,0,0,46,147,0,0,0,124,0,690,562,53,0,0,4249,143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13782",0,1319,1715,725,0,138,0,0,2343,162,0,0,0,128,0,0,0,0,0,0,0,250,0,0,0,312,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13783",0,3703,1498,3411,5652,829,0,374,0,0,0,0,0,145,47,553,0,823,0,0,775,598,523,0,0,7339,136,0,553,0,0,0,784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13785",0,1300,0,2617,0,120,0,49,0,0,0,0,121,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13786",0,2332,0,0,9575,13,0,113,0,0,0,0,0,63,0,0,0,135,0,0,1075,111,0,0,0,0,43,0,1251,0,0,9015,0,0,0,0,0,0,0,0,0,0,586,0,146,0,0,0,0,0,0,0,0,0,930,2410,0,5943,402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13789",0,1392,0,2673,0,47,0,0,5662,370,0,0,16,47,0,0,0,0,0,0,0,102,0,0,0,1065,45,0,202,0,3533,0,0,0,0,0,0,0,0,20,0,7,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13790",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2055,0,0,9632,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1181,49,0,4910,1218,0,0,0,0,0,0,0,0,0,0,322,0,0,0,0,0,0,0
"13794",0,2942,0,0,11935,554,8299,1424,0,0,0,0,0,237,0,0,0,376,0,0,624,711,397,0,0,2961,237,0,1308,0,0,10784,0,0,0,0,0,0,0,0,0,0,0,0,294,0,0,0,0,0,0,0,0,0,1077,0,0,7835,29,0,0,0,0,0,31,35,0,290,0,711,0,54,0,0,0,716,26
"13796",0,487,0,0,0,508,0,0,9740,596,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13797",0,2139,0,2106,5272,374,0,660,0,187,9874,0,0,47,0,0,0,531,0,0,666,1887,104,0,0,4209,34,0,1533,3562,2555,0,386,5247,499,0,699,0,0,9,42,0,0,0,0,0,0,0,0,0,0,0,839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13799",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3467,0,3766,9881,1031,0,0,6354,0,0,0,46,88,0,0,0,76,0,680,579,156,0,0,4580,80,0,1547,2279,1240,5272,72,0,37,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0
"13801",0,563,0,0,3691,0,0,0,0,0,0,0,0,37,7,0,0,0,0,0,0,101,0,0,0,0,28,0,1994,0,736,10330,803,0,317,0,0,7377,0,0,190,17,0,0,0,0,893,719,368,0,0,6567,188,0,1606,2452,0,6429,515,0,307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13803",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2006,0,1753,0,28,0,201,0,0,0,0,89,46,0,0,0,0,0,0,738,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13804",0,1664,0,0,12411,43,0,62,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5625,0,2374,9955,92,0,177,1198,894,0,0,39,179,0,0,0,457,0,921,681,316,0,0,4168,197,0,341,0,1032,1851,0,0,0,0,0,0,0,0,0,0,0,152,0,0,0,0,0,0,0
"13805",0,2451,0,899,9948,719,0,0,0,338,5458,0,0,87,27,0,0,231,0,0,466,386,0,0,0,7517,93,0,2627,0,638,10753,356,0,565,7520,424,0,0,46,157,0,376,0,88,0,479,482,0,0,0,6110,178,0,771,0,1224,0,47,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0
"13810",0,636,10035,0,0,742,0,0,0,0,0,0,17,54,0,0,0,0,0,0,0,231,38,0,0,305,63,0,2831,6165,3515,0,174,0,308,0,650,0,0,23,0,8,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13811",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,0,0,0,0,0,0,0,0,0,0,9,32,0,0,0,0,0,2753,111,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13812",0,1210,6559,673,0,789,0,347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2375,5086,3137,0,108,2879,169,0,0,0,0,0,56,0,0,0,65,0,0,189,0,0,0,1971,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13813",0,2169,0,383,11957,9,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4336,0,0,10110,103,7206,770,0,417,0,0,0,93,8,0,0,367,0,369,380,460,0,0,5745,110,0,1296,0,3383,1603,7,0,0,0,0,0,35,76,0,317,0,249,0,204,184,0,0,2240,66
"13817",0,2299,0,648,11803,857,0,438,0,586,4373,0,29,107,0,798,0,0,0,0,1397,362,0,0,0,7105,115,0,3051,0,2139,9180,450,4751,173,0,1411,0,0,201,128,0,0,0,0,0,1464,544,273,0,0,5192,121,0,667,1964,1340,4887,36,0,0,0,0,0,51,32,0,0,0,0,0,141,0,0,0,0,23
"13818",0,1844,0,1044,0,205,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13820",0,752,0,1466,10131,0,0,0,0,0,0,0,0,150,24,0,0,0,0,0,417,1810,66,0,0,0,131,0,3852,0,1166,10301,183,7018,117,0,1010,0,0,44,77,98,0,0,123,0,0,572,451,0,0,3631,83,0,1922,1998,0,5392,462,0,218,0,0,0,0,37,0,0,0,82,0,70,0,0,0,908,32
"13824",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,612,0,1462,6659,0,0,0,0,0,0,0,0,0,0,78,0,170,0,0,0,0,0,0,0,0,0,730,2716,0,4844,854,0,653,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0
"13825",0,1424,0,1535,0,0,0,0,0,0,0,0,240,0,0,0,0,219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13826",33,2171,0,0,12283,585,0,189,0,0,9961,5092,0,0,0,0,0,119,0,26,1087,61,0,0,0,0,0,82,2195,2838,0,10146,516,5802,380,0,0,0,7681,0,0,0,0,0,0,67,3047,175,0,0,0,0,0,0,838,0,0,5536,0,0,0,0,0,1069,0,0,0,0,0,0,0,0,0,0,0,0,0
"13828",0,2288,0,2666,11027,497,0,120,5819,100,2983,0,7,159,19,535,0,0,0,0,518,531,263,0,0,5201,168,0,3093,2171,1787,9252,125,0,47,0,0,0,0,34,103,0,0,0,0,0,395,479,0,0,0,5680,104,0,2317,0,0,1359,64,3110,30,0,0,0,215,32,0,0,0,0,0,49,0,0,0,4091,23
"13829",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3421,0,2652,0,258,0,449,4270,890,0,0,0,148,0,0,0,0,0,0,433,55,0,0,3273,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13834",0,566,0,0,0,58,0,747,0,0,2867,0,16,49,0,0,0,0,0,0,0,139,0,0,0,684,46,0,688,0,0,0,27,0,0,16,0,7067,0,0,61,0,0,0,0,0,0,357,414,0,0,1487,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13835",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1102,0,1537,0,982,0,0,0,0,0,0,172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13838",0,247,0,0,0,7,0,0,0,0,8392,0,0,33,0,0,0,0,0,0,0,181,484,0,0,2350,26,0,323,0,2815,0,1191,0,365,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,730,3036,0,0,51,0,89,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0
"13839",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1245,0,3097,0,80,0,0,3073,0,7635,0,24,43,0,0,0,0,0,0,88,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13841",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1304,0,2558,0,24,0,0,0,0,0,0,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13843",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,2399,0,0,10154,209,0,296,0,1321,0,13130,0,0,0,0,0,269,104,3872,202,228,0,0,0,0,7,731,2987,0,5329,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13844",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2258,0,2283,0,86,0,129,0,0,9370,0,22,61,0,0,0,0,0,0,208,0,0,0,1586,57,0,1401,0,0,0,85,4918,58,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0
"13845",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,193,0,3165,0,0,0,0,0,0,0,0,22,0,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13849",0,2741,0,2564,11636,1033,0,576,0,583,4102,0,0,156,0,0,0,516,0,0,775,445,0,0,0,5021,194,0,3085,0,0,10231,587,0,300,5237,0,0,0,45,175,20,0,0,0,0,781,2649,461,0,0,5152,172,0,1812,2216,94,6619,35,0,0,0,0,0,40,0,9,0,0,386,0,0,0,0,0,0,0
"13850",0,1107,0,6889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1147,0,2480,0,37,0,0,0,0,0,0,8,34,0,0,0,0,0,556,1585,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13853",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2732,2450,1716,0,1204,7151,0,0,0,0,0,21,51,0,0,0,0,0,0,158,0,0,0,1201,43,0,1951,6118,0,0,94,0,282,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0
"13854",41,2108,0,0,10845,142,0,545,5758,0,2985,8331,0,0,0,0,0,185,0,25,779,66,0,0,0,0,0,122,2428,0,0,7635,88,6296,0,0,0,0,10515,0,0,0,0,0,0,107,2812,186,327,0,0,0,0,0,2409,0,2016,0,0,0,182,0,0,5701,0,0,0,0,0,0,0,0,0,0,0,0,0
"13857",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2801,0,1976,0,209,0,120,0,0,0,0,127,0,6,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13860",0,1121,0,0,0,0,0,0,0,0,0,0,15,35,0,0,0,0,0,0,1263,196,446,0,19546,0,30,0,421,0,858,0,0,0,473,0,402,0,0,0,39,0,0,0,0,0,1269,201,74,0,9377,0,34,0,393,0,0,0,0,0,0,0,0,0,46,35,0,0,0,0,0,50,0,0,8608,0,25
"13862",0,1103,0,3086,0,7,0,120,0,0,0,0,104,35,7,0,0,159,0,0,0,155,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13864",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1665,0,0,0,61,0,0,0,0,10321,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13867",32,1817,0,0,12473,534,0,0,9003,0,0,7557,0,0,0,0,0,466,0,25,761,78,0,0,0,0,0,76,2988,9861,0,7966,129,0,468,0,0,0,9651,0,0,0,0,0,0,68,3628,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13868",0,1869,0,0,0,56,0,0,9543,946,0,0,20,32,0,0,0,0,0,0,0,76,0,0,0,182,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1502,6510,0,0,112,0,189,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0
"13869",0,3280,0,1069,12208,58,5860,0,0,278,0,0,0,206,0,0,0,0,0,0,969,525,0,0,0,7076,190,0,1325,0,0,9099,9,0,0,0,0,0,0,0,91,0,0,0,62,0,1009,401,128,0,0,611,85,0,334,0,1431,1524,0,0,0,0,0,0,0,32,0,0,0,0,0,2206,0,0,0,0,23
"13870",0,1996,0,1194,0,77,0,0,0,0,0,0,52,35,0,0,0,0,0,0,0,128,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13872",0,1442,0,67,10803,0,0,0,0,0,0,0,20,48,0,265,0,0,0,0,0,113,0,0,0,0,66,0,1226,0,1143,10516,0,0,0,0,0,0,0,44,0,0,0,0,189,0,0,0,0,0,0,0,0,0,1385,0,0,7648,52,0,0,0,413,0,0,38,0,0,0,103,0,964,0,0,0,0,28
"13873",0,2142,0,338,10672,0,0,0,0,0,0,0,29,67,8,531,0,389,0,0,632,152,0,0,0,0,52,0,2164,0,2254,9993,1202,0,220,0,1412,0,0,58,100,0,731,0,0,0,32,590,267,0,0,2830,120,0,1508,2454,0,6477,33,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0
"13874",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,447,0,0,0,77,0,211,0,0,10424,0,0,107,0,0,0,0,0,0,341,87,0,0,1153,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13876",0,1490,0,0,3690,296,0,0,0,0,0,0,8,39,0,0,0,0,0,0,362,112,0,0,0,0,27,0,1478,0,1270,9932,23,0,0,0,0,0,0,45,33,9,0,0,113,0,693,178,115,0,0,0,46,0,811,1958,0,5107,544,0,0,0,0,0,0,39,0,0,0,124,0,1324,0,0,0,0,27
"13878",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2761,0,257,10627,45,0,451,6271,1482,0,0,0,118,0,544,0,78,0,1506,478,339,0,0,4622,141,0,617,0,0,4924,0,0,0,0,158,0,0,36,0,0,0,0,0,1309,0,0,0,0,27
"13880",0,3239,0,182,12290,685,4895,830,0,0,0,0,32,127,10,0,0,0,0,0,871,360,145,0,0,8301,137,0,1878,0,3823,9987,16,0,0,0,0,0,0,0,122,0,0,0,320,0,892,459,0,0,0,629,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13881",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,875,0,1498,0,980,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,700,0,0,0,220,5205,0,0,0,0,45,33,0,0,0,0,0,123,69,0,0,0,23
"13883",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1146,0,107,0,433,0,225,0,0,9101,0,13,53,0,0,0,0,0,0,170,0,0,0,1128,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13884",0,3018,0,60,12131,385,8432,598,0,329,0,0,29,249,0,0,0,0,0,0,782,561,0,0,0,5146,262,0,2674,0,0,9055,113,0,0,0,0,0,0,52,0,0,0,0,331,0,0,0,0,0,0,0,0,0,1241,0,790,5961,37,37,0,0,0,0,0,0,0,0,0,262,0,0,0,0,0,0,0
"13888",0,2732,0,6584,9995,108,0,197,6375,557,0,0,29,33,9,387,0,237,0,0,281,256,110,0,0,3334,25,0,2925,0,5482,4758,93,5710,0,0,712,0,0,249,149,0,0,0,242,0,544,2634,125,0,0,5367,147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13890",0,266,0,33207,0,0,0,0,0,0,0,0,0,77,0,0,0,0,0,0,0,201,0,1907,0,0,67,0,274,0,29217,0,0,0,0,0,0,0,0,0,76,0,0,0,0,0,0,206,0,1712,0,0,68,0,204,0,8952,0,0,0,0,0,0,0,36,80,0,0,0,0,0,211,0,1913,0,0,70
"13892",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2426,3771,3396,0,183,6308,0,0,0,0,0,17,0,0,0,0,259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13894",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,989,0,0,0,43,5937,0,0,0,0,0,32,0,0,0,0,0,128,0,0,0,0,23
"13896",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,689,0,0,0,84,0,0,2996,0,7357,0,14,48,7,0,0,413,0,0,735,0,0,0,0,51,0,600,0,210,0,677,0,0,0,0,0,0,42,65,0,0,0,0,119,195,0,0,0,23
"13897",0,1915,0,2016,3960,50,0,142,0,351,7434,0,0,128,0,0,0,0,0,0,1488,390,0,0,0,5853,123,0,2425,0,0,9062,14,0,0,0,0,0,0,0,33,16,0,0,163,0,0,111,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13899",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1698,0,3716,9348,1150,5652,370,2243,0,0,0,0,168,0,0,0,0,0,912,722,552,0,0,4720,168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13900",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1967,4618,1654,0,136,5346,389,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2184,0,5488,0,21,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0
"13901",0,3498,0,47,12233,47,0,627,5778,408,0,0,0,240,0,0,0,0,0,0,999,699,287,0,0,6626,236,0,1595,0,225,9046,0,0,0,0,0,0,0,0,50,0,0,0,376,0,190,117,0,0,0,0,37,0,2691,0,0,5519,464,1352,44,0,0,0,34,127,24,571,0,167,0,282,65,0,0,428,119
"13902",0,1478,0,194,0,99,8162,277,0,705,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13903",0,1702,0,443,11937,681,0,486,4755,215,0,0,282,160,0,0,0,0,0,0,1045,547,410,0,0,8126,178,0,2010,0,0,9945,20,0,0,0,0,0,0,47,119,9,0,0,289,0,1065,233,0,0,0,0,127,0,465,0,0,1952,0,0,0,0,0,0,0,33,15,0,0,0,0,140,0,0,0,0,24
