"","TOPLD1DAY1","AISLE1DAY1","PSADAY1","EXHIBITIONDAY1","MAINDAY1","POSTERDAY1","PSBDAY1","WC1DAY1","PSCDAY1","ROOM1DAY1","PSDDAY1","ROOM2DAY1","CIDAY1","BOTLD1DAY1","SERVEDAY1","ROOM3DAY1","ROOM4DAY1","WC2DAY1","CIENTRY4DAY1","TOPLD2DAY1","CANTEENDAY1","AISLE2DAY1","WC3DAY1","ROOM6DAY1","ROOM5DAY1","ENTERTAINDAY1","BOTLD2DAY1"
"15779",0,581,0,1629,0,0,0,0,0,0,0,0,9,35,7,0,0,34,0,0,0,1672,0,0,0,0,23
"12490",0,998,0,1345,0,0,0,93,0,0,0,0,96,32,0,104,0,64,0,0,0,880,0,0,0,0,25
"18892",0,500,0,1251,0,0,0,0,0,0,0,0,161,33,0,0,0,0,0,0,0,1359,0,0,0,0,24
"17143",0,423,0,2649,0,0,0,0,0,0,0,0,162,0,0,0,0,71,0,0,0,0,0,0,0,0,0
"17813",0,495,0,2822,0,0,0,145,0,0,0,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"19804",0,338,0,1631,0,0,0,0,0,0,0,0,24,40,0,0,0,0,0,0,0,1388,0,0,0,0,23
"13128",0,1041,0,1864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11289",0,451,0,1614,0,0,0,0,0,0,0,0,10,32,0,0,0,0,0,0,0,975,0,0,0,0,23
"14457",0,235,0,1224,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,1237,0,0,0,0,23
"11660",0,2096,0,1076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10926",0,532,0,891,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,147,0,0,0,0,25
"19627",0,33005,0,0,0,0,0,0,0,0,0,0,0,95,0,0,0,0,0,0,0,266,480,1868,0,0,74
"17054",0,427,0,0,0,0,0,679,0,0,0,0,31726,119,0,0,0,0,0,0,0,361,0,1707,0,0,104
"11462",0,33649,0,0,0,0,0,0,0,0,0,0,36,84,0,0,0,0,0,0,0,278,0,3102,0,0,73
"12856",0,33329,0,0,0,0,0,0,0,0,0,0,0,73,0,0,0,0,0,0,0,188,0,3050,0,0,66
"15701",0,2709,1721,0,11274,868,0,408,5196,774,0,0,0,165,0,0,0,857,0,0,4723,1542,0,0,0,2065,150
"16802",0,2863,0,1430,11642,441,0,581,5395,169,0,0,0,178,0,0,0,0,0,0,1384,578,0,0,0,7085,195
"14090",0,1775,0,1682,9753,0,0,138,0,0,0,0,27,64,8,449,0,102,0,0,1493,180,0,0,0,0,51
"17636",0,1642,0,477,10430,1502,0,44,0,0,0,0,24,52,0,438,0,223,0,0,642,125,0,0,0,0,38
"16734",0,3544,0,3119,11929,96,2909,320,0,539,0,0,8,82,0,0,0,0,0,0,1072,455,247,0,0,2421,92
"13691",0,3020,3762,2005,12846,117,0,0,6770,0,0,0,0,85,0,0,0,287,0,0,866,485,410,0,0,2943,86
"17227",0,2461,0,2618,12549,352,2917,706,5657,0,0,0,9,137,8,0,0,39,0,0,0,349,71,0,0,3736,117
"19326",0,3094,0,1533,11678,310,0,307,0,205,0,0,0,176,0,0,0,0,0,0,532,583,333,0,0,7048,168
"18057",0,3294,3111,4700,12141,480,2630,102,0,500,0,0,29,71,7,410,0,179,0,0,474,2390,226,0,0,2604,70
"19209",0,1054,0,91,6766,0,0,0,0,0,0,0,37,35,16,0,0,45,0,0,0,657,0,0,0,0,27
"10884",0,2035,1356,1088,12138,866,0,351,5567,0,0,0,28,40,25,398,0,142,0,0,499,246,47,0,0,4906,49
"12102",0,3228,0,0,12692,160,2735,539,0,0,0,0,29,109,0,0,0,979,0,0,898,384,0,0,0,4764,130
"12338",0,2991,0,395,12605,1115,0,983,6316,0,0,0,26,42,0,127,0,0,0,0,1207,188,0,0,0,4078,63
"18793",0,3762,0,2838,10496,65,0,550,0,471,8596,0,28,71,0,650,0,231,0,0,494,498,499,0,0,3993,76
"19779",0,3475,1108,2231,11571,171,7098,963,0,0,0,0,0,33,14,0,0,1192,0,0,879,221,388,0,0,4183,36
"13667",0,1506,0,80,11288,0,0,0,0,0,0,0,0,128,0,501,0,0,0,0,0,1505,0,0,0,0,89
"11498",0,1296,0,0,12141,0,0,0,0,0,0,0,199,84,10,0,0,0,0,0,0,1586,0,0,0,0,91
"13569",0,3726,0,3020,12076,2086,975,421,0,0,0,0,0,201,15,0,0,0,0,0,1573,414,132,0,0,3534,178
"12075",0,1933,0,1483,12811,112,8538,0,0,191,0,0,0,101,0,0,0,0,0,0,1243,513,522,0,0,5424,112
"12472",0,2909,0,2455,12331,60,0,262,6254,232,0,0,0,328,7,0,0,351,0,0,1150,1969,0,0,0,3725,339
"13207",0,2770,3420,1485,12579,271,0,305,3786,700,0,0,27,169,17,0,0,100,0,0,1347,647,270,0,0,2974,158
"16193",0,415,0,1348,6825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"16466",0,3382,3142,270,12196,112,0,347,2973,0,0,0,0,118,0,0,0,638,0,0,1210,1437,0,0,0,3415,103
"15732",0,3021,0,3053,11716,1431,4498,177,0,307,0,0,0,159,146,515,0,0,0,0,438,577,367,0,0,5473,181
"18556",0,2763,0,3506,9999,442,0,413,0,400,7071,0,29,160,8,0,0,0,0,0,411,432,346,0,0,6606,172
"14884",0,2647,0,0,10440,18,0,69,0,0,0,0,32,118,0,0,0,0,0,0,814,391,0,0,0,754,108
"12842",0,4365,0,2935,12393,616,0,0,4047,0,0,0,22,173,11,0,0,294,0,0,585,755,482,0,0,5895,188
"10804",0,2255,0,0,12377,11,0,349,0,0,0,0,456,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13247",0,2320,0,1130,12236,1034,0,575,9466,482,0,0,43,35,0,0,0,552,0,0,0,343,581,0,0,3490,56
"14577",0,1464,0,1583,9850,0,0,260,0,0,0,0,28,102,0,576,0,0,0,0,1042,178,0,0,0,101,81
"10264",0,2955,0,0,12160,0,0,0,0,0,0,0,217,0,0,0,0,118,0,0,0,0,0,0,0,0,0
"15295",0,1578,0,1379,10257,0,0,0,0,0,0,0,0,96,7,527,0,73,0,0,649,228,0,0,0,71,109
"18355",0,3730,0,0,12568,225,0,80,5709,0,0,0,0,95,0,108,0,596,0,0,1404,363,112,0,0,3863,123
"14916",0,2258,0,2366,12453,603,0,580,0,0,9359,0,0,106,6,0,0,1156,0,0,639,263,181,0,0,0,119
"17921",0,1336,0,2993,10727,227,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17886",0,5563,0,9292,4224,669,0,463,4123,489,0,0,0,114,0,461,0,288,0,0,707,973,225,0,0,5801,107
"19512",0,3311,2404,0,11629,2451,0,343,7584,0,0,0,36,240,0,0,0,605,0,0,712,705,147,0,0,2631,240
"15198",0,2570,0,0,12156,8,0,0,0,0,0,0,31,47,0,0,0,93,0,0,0,255,0,0,0,80,51
"10394",0,1167,0,1595,12148,0,0,0,0,0,0,0,36,70,0,0,0,217,0,0,137,168,0,0,0,0,65
"12241",0,4391,0,2877,11893,10,0,0,0,150,5300,0,0,244,0,0,0,71,0,0,557,2040,298,0,0,5147,244
"14115",0,3394,0,123,9763,41,0,0,0,0,0,0,29,40,0,0,0,242,0,0,309,151,159,0,0,0,30
"10880",0,793,0,760,12719,0,0,0,0,0,0,0,0,0,0,601,0,304,0,0,0,0,0,0,0,0,0
"14998",0,1406,0,1476,12251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10134",0,1122,0,1299,10641,0,0,76,0,0,0,0,33,35,0,609,0,294,0,0,351,83,0,0,0,0,28
"19290",0,684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,0
"11478",0,3768,0,3725,12121,73,0,0,0,741,3885,0,0,91,9,0,0,0,0,0,761,539,151,0,0,6453,116
"13169",0,2691,1212,3157,11556,644,0,138,8490,846,0,0,34,33,0,361,0,129,0,0,1308,250,221,0,0,1994,36
"16127",0,1460,0,988,12151,0,0,69,0,0,0,0,34,32,9,126,0,0,0,0,0,103,0,0,0,120,49
"12721",0,1986,0,819,10103,1142,0,69,0,0,0,0,0,50,7,0,0,64,0,0,679,175,36,0,0,0,36
"15366",0,1742,0,1350,12493,1909,0,119,4452,707,0,0,35,175,0,0,0,0,0,0,705,779,460,0,0,5263,182
"18838",0,2859,0,1817,11595,123,0,0,6250,0,0,0,0,82,9,0,0,590,0,0,704,367,843,0,0,4301,90
"18208",0,2308,0,201,12033,7,0,0,0,0,0,0,36,0,0,0,0,278,0,0,0,0,0,0,0,0,0
"12399",0,3071,0,593,11360,906,0,772,8295,0,0,0,38,150,0,0,0,339,0,0,854,691,176,0,0,4781,160
"10517",0,1890,0,1185,12422,718,0,327,9297,266,0,0,0,179,0,0,0,0,0,0,0,592,88,0,0,4747,198
"14687",0,911,0,2440,10201,0,0,132,0,0,0,0,0,45,0,349,0,138,0,0,0,213,187,0,0,0,46
"14231",0,2645,3636,1089,13087,509,2420,370,3709,0,0,0,37,100,0,0,0,342,0,0,675,227,0,0,0,3590,123
"17109",0,4345,0,2057,11984,519,0,266,0,325,7996,0,34,88,8,0,0,93,0,0,657,284,0,0,0,1313,107
"19670",0,943,0,1752,10343,0,0,0,0,0,0,0,0,38,0,0,0,217,0,0,670,99,0,0,0,0,27
"10609",0,2899,0,2139,12618,101,0,399,5483,624,0,0,34,89,7,0,0,601,0,0,781,417,360,0,0,4675,108
"12434",0,1084,0,796,11151,0,0,0,0,0,0,0,0,47,0,0,0,331,0,0,267,128,0,0,0,0,35
"13869",0,3280,0,1069,12208,58,5860,0,0,278,0,0,0,206,0,0,0,0,0,0,969,525,0,0,0,7076,190
"16737",0,2916,0,0,12199,381,0,219,9603,349,0,0,27,176,0,0,0,466,0,0,670,651,1329,0,0,4313,182
"12669",0,2436,0,2856,12735,565,6666,154,0,0,0,0,37,89,0,580,0,90,0,0,1463,472,59,0,0,3230,109
"16930",0,2313,0,1068,12048,1159,2695,469,0,0,0,0,0,113,0,0,0,0,0,0,0,394,0,0,0,4322,117
"10420",0,1898,0,533,11966,24,0,63,0,0,0,0,33,0,8,0,0,187,0,0,0,0,0,0,0,0,0
"10879",0,3176,0,2242,12483,880,4371,735,0,368,0,0,0,216,7,0,0,0,0,0,1327,579,0,0,0,5254,217
"16219",0,2983,0,789,11894,891,0,467,2293,446,0,0,46,205,0,0,0,0,0,0,1016,657,65,0,0,6161,206
"17814",0,3035,2769,1019,12250,103,0,938,5995,0,0,0,0,178,0,0,0,555,0,0,694,321,0,0,0,4729,189
"18489",0,1300,0,1092,11684,7,0,0,0,0,0,0,0,0,0,0,0,144,0,0,0,0,0,0,0,0,0
"18548",0,448,0,1684,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11186",0,2641,0,2813,12651,300,0,0,3097,662,0,0,0,140,0,0,0,688,0,0,0,384,440,0,0,6348,154
"14828",0,2080,0,1979,12504,395,0,0,0,0,2830,0,29,172,0,0,0,620,0,0,833,535,594,0,0,4450,172
"18903",0,1576,0,0,11542,675,0,43,0,0,0,0,33,48,11,265,0,159,0,0,0,99,0,0,0,32,65
"12405",0,471,0,1094,6254,0,0,0,0,0,0,0,0,0,0,0,0,276,0,0,0,0,0,0,0,0,0
"19310",0,1050,0,1360,10924,0,0,84,0,0,0,0,37,53,0,639,0,224,0,0,963,117,0,0,0,0,58
"15154",0,2743,0,657,12506,611,0,358,2592,339,0,0,403,163,0,0,0,0,0,0,781,478,271,0,0,4335,192
"18388",0,782,0,2240,9892,0,0,0,0,0,0,0,0,71,0,85,0,0,0,0,0,267,343,0,0,0,60
"16979",0,4800,0,2995,11494,736,0,343,3915,278,0,0,0,164,9,583,0,428,0,0,561,490,0,0,0,4598,169
"19010",0,2637,1549,1095,12498,284,6240,473,0,707,0,0,34,142,7,0,0,0,0,0,1135,555,392,0,0,4705,136
"18603",0,2536,0,540,9656,99,0,0,0,0,0,0,35,51,0,698,0,196,0,0,1107,139,0,0,0,0,40
"10835",0,2557,0,238,11868,940,5755,816,0,0,0,0,0,85,0,0,0,0,0,0,1124,287,0,0,0,7505,87
"11144",0,3100,0,204,10153,38,0,197,6173,213,0,0,0,216,0,474,0,387,0,0,752,516,0,0,0,6233,240
"11930",0,946,0,455,10841,7,0,0,0,0,0,0,36,32,0,421,0,92,0,0,0,2176,0,0,0,0,23
"13065",0,2246,0,864,12498,715,4958,197,0,234,0,0,32,156,0,0,0,0,0,0,6256,504,0,0,0,2727,178
"18519",0,1416,0,0,11314,31,0,0,0,0,0,0,33,92,7,560,0,74,0,0,310,972,0,0,0,0,77
"16272",0,1860,0,1486,9542,33,0,240,0,0,0,0,32,0,0,0,0,235,0,0,0,0,0,0,0,0,0
"11637",0,1731,0,1978,12867,997,0,264,8716,334,0,0,0,217,8,527,0,373,0,0,1182,446,0,0,0,2714,205
"12536",0,2792,0,4503,7139,90,8087,0,0,341,0,0,0,90,7,813,0,133,0,0,1443,526,453,0,0,5847,84
"14592",0,3089,0,1181,11882,376,0,0,0,561,0,0,0,222,15,0,0,413,0,0,1778,460,0,0,0,5668,225
"16633",0,3064,0,2758,11337,58,0,870,5789,643,0,0,0,236,28,526,0,0,0,0,1435,1271,210,0,0,4122,245
"12252",0,2068,0,977,10473,24,0,0,0,0,0,0,0,46,8,0,0,0,0,0,478,143,0,0,0,0,36
"11641",0,2113,0,1396,12088,707,0,257,0,221,9643,0,30,74,0,0,0,0,0,0,1449,536,238,0,0,2740,92
"16811",0,1569,0,1793,10191,0,0,249,0,0,0,0,0,58,0,0,0,35,0,0,901,127,0,0,0,0,38
"12158",0,3248,4334,431,12563,122,0,117,5795,0,0,0,26,226,0,0,0,0,0,0,975,532,131,0,0,3067,238
"12679",0,2897,0,10070,11641,0,0,73,0,532,0,0,0,237,22,333,0,61,0,0,453,619,0,0,0,4604,222
"18695",0,2201,0,0,11480,24,0,0,0,0,0,0,0,34,0,0,0,253,0,0,0,208,0,0,0,0,25
"10317",0,2992,0,0,12806,24,0,0,5957,544,0,0,0,172,108,0,0,0,0,0,1242,632,166,0,0,6556,170
"14062",0,3466,0,1464,11683,342,5708,383,0,589,0,0,0,186,0,0,0,1418,0,0,1124,336,0,0,0,2952,184
"15187",0,1787,0,915,9966,32,0,187,0,0,0,0,0,35,139,0,0,356,0,0,253,100,0,0,0,0,30
"16967",0,2121,0,853,12250,747,5108,251,0,214,0,0,0,205,9,0,0,0,0,0,970,630,355,0,0,7480,202
"15028",0,2345,0,80,11607,531,0,700,0,431,6562,0,7,195,9,0,0,0,0,0,0,845,1397,0,0,6522,182
"11209",0,2741,0,492,12056,691,0,418,5102,0,0,0,0,214,11,341,0,156,0,0,1069,520,0,0,0,7928,240
"18770",0,1700,0,297,12028,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"16913",0,2015,6921,1016,12064,199,3006,518,0,486,0,0,8,111,0,0,0,0,0,0,642,395,398,0,0,4064,103
"13714",0,2704,0,3022,12544,0,0,0,5075,274,0,0,27,178,7,411,0,58,0,0,941,653,583,0,0,4788,168
"11166",0,1835,0,634,12729,844,0,942,8483,0,0,0,33,91,0,425,0,271,0,0,4123,268,0,0,0,2051,111
"13007",0,3474,0,2120,10143,129,2843,0,5422,446,0,0,277,147,9,489,0,443,0,0,544,636,1202,0,0,4505,147
"10415",0,1376,3049,1584,12607,849,0,122,6614,782,0,0,0,161,0,0,0,0,0,0,413,316,83,0,0,0,136
"14084",0,715,0,0,10694,25,0,83,0,0,0,0,31,36,10,475,0,294,0,0,0,2101,0,0,0,0,24
"17519",0,1330,0,266,11704,15,0,0,0,0,0,0,27,108,0,0,0,0,0,0,175,460,0,0,0,235,140
"10643",0,2847,0,1377,12394,861,0,281,5700,443,0,0,26,114,0,0,0,0,0,0,1650,385,0,0,0,5435,146
"18483",0,1809,0,602,12223,68,0,0,8666,369,0,0,29,174,0,0,0,0,0,0,691,546,440,0,0,6420,166
"16332",0,1370,0,1396,10376,0,0,0,0,0,0,0,0,52,0,463,0,118,0,0,633,159,0,0,0,0,37
"17092",0,2340,0,1337,11928,1312,8462,0,0,464,0,0,0,87,0,0,0,577,0,0,930,577,963,0,0,3363,97
"10836",0,2504,1490,775,12176,30,0,491,5023,786,0,0,0,120,8,0,0,263,0,0,0,419,385,0,0,5570,110
"11792",0,3499,0,0,11015,703,0,486,0,0,2438,0,34,254,0,0,0,118,0,0,594,554,251,0,0,7927,236
"15113",0,3525,0,2124,12390,29,0,0,0,550,0,0,0,124,0,0,0,297,0,0,759,485,491,0,0,5654,119
"18499",0,1123,0,467,12454,0,0,0,0,0,0,0,0,41,0,0,0,94,0,0,0,135,0,0,0,0,37
"10231",0,2541,0,688,11823,1576,17,846,0,440,0,0,0,154,0,285,0,0,0,0,757,398,0,0,0,7078,161
"15093",0,2129,0,0,11623,144,0,311,0,0,0,0,0,0,0,0,0,117,0,0,0,0,0,0,0,0,0
"14368",0,261,0,0,2250,0,0,0,0,0,0,0,0,33,7,0,0,0,0,0,0,273,0,0,0,0,24
"15275",0,1638,0,207,12085,139,0,201,0,0,0,0,27,0,0,0,0,199,0,0,0,0,0,0,0,0,0
"11129",0,830,0,2214,10164,0,0,0,0,0,0,0,0,103,0,0,0,280,0,0,0,155,0,0,0,0,84
"17196",0,4524,3383,1539,11305,4611,0,664,0,482,0,0,0,147,0,0,0,377,0,0,535,1253,317,0,0,2265,168
"17179",0,2457,0,486,12299,961,6689,343,0,254,0,0,297,159,0,0,0,874,0,0,841,413,151,0,0,5966,165
"18656",0,1799,2621,322,12698,1077,5243,622,0,0,0,0,27,103,0,0,0,561,0,0,5690,354,0,0,0,754,117
"19196",0,1608,0,0,12512,16,0,0,0,0,0,0,0,58,51,0,0,294,0,0,0,179,0,0,0,0,71
"11213",0,1896,0,172,9953,0,0,0,0,0,0,0,0,142,0,0,0,154,0,0,571,407,137,0,0,98,135
"12601",0,1421,0,215,11181,17,0,215,0,0,0,0,0,89,0,717,0,0,0,0,706,212,0,0,0,70,127
"16286",0,1209,0,2376,4164,21,0,71,0,0,0,0,27,32,0,775,0,0,0,0,0,163,0,0,0,3634,24
"17201",0,1826,0,2876,12320,902,0,185,6860,244,0,0,0,88,7,0,0,172,0,0,820,510,341,0,0,5006,99
"13589",0,1191,0,0,11929,0,0,0,0,0,0,0,0,173,21,0,0,284,0,0,70,639,0,0,0,0,161
"16535",0,3015,0,224,12438,115,8175,0,0,0,0,0,27,162,0,0,0,0,0,0,1325,600,445,0,0,1271,159
"18762",0,2758,0,2733,12009,137,4632,291,0,0,0,0,0,161,0,651,0,107,0,0,807,581,158,0,0,6020,151
"10955",0,1463,0,0,12396,0,0,0,0,0,0,0,30,33,0,0,0,0,0,0,0,559,0,0,0,0,25
"10961",0,1622,0,1165,9658,0,0,0,0,0,0,0,0,36,8,691,0,310,0,0,398,114,0,0,0,0,26
"13382",0,3394,0,120,11546,983,2324,0,5576,650,0,0,241,221,0,0,0,0,0,0,1148,602,340,0,0,4795,225
"19238",0,865,0,982,12355,18,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13484",0,2338,0,1466,12799,44,0,0,2689,0,0,0,30,109,0,0,0,0,0,0,593,516,512,0,0,4287,125
"14554",0,2004,0,82,11986,1216,0,234,0,115,2750,0,29,101,0,119,0,478,0,0,919,498,89,0,0,5942,122
"18690",0,1319,0,0,12680,0,0,0,0,0,0,0,0,32,45,0,0,429,0,0,0,112,0,0,0,0,27
"17183",0,3387,0,129,9705,23,0,0,0,0,0,0,29,68,10,0,0,71,0,0,125,148,0,0,0,0,63
"14200",0,1541,0,499,12316,16,0,119,0,0,0,0,287,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"18664",0,2176,0,272,11423,806,0,0,0,215,0,0,0,156,9,581,0,68,0,0,4505,643,546,0,0,6644,176
"14056",0,1353,0,3720,2136,600,0,427,0,0,0,0,28,32,0,0,0,0,0,0,0,49,0,0,0,4384,25
"13884",0,3018,0,60,12131,385,8432,598,0,329,0,0,29,249,0,0,0,0,0,0,782,561,0,0,0,5146,262
"13032",0,1063,0,1798,10020,0,0,0,0,0,0,0,0,101,8,0,0,0,0,0,940,315,93,0,0,0,80
"19802",0,3038,1891,0,11564,344,4827,374,0,630,0,0,0,271,0,0,0,162,0,0,1408,633,150,0,0,5930,271
"12276",0,4099,0,0,12060,944,0,144,0,538,2975,0,29,44,8,0,0,149,0,0,607,223,293,0,0,0,45
"11486",0,2801,0,0,9961,91,0,235,0,249,8670,0,30,226,7,285,0,55,0,0,334,2341,73,0,0,5966,217
"11269",0,3305,0,2223,12161,179,0,0,2435,0,0,0,257,223,15,0,0,510,0,0,501,2263,366,0,0,6774,231
"12953",0,1051,0,323,12632,0,0,0,0,0,0,0,0,0,0,0,0,142,0,0,0,0,0,0,0,0,0
"16427",0,1830,0,9805,12321,8,0,0,0,423,0,0,30,147,0,592,0,0,0,0,967,713,862,0,0,4484,132
"16660",0,1091,0,100,11698,9,0,0,0,0,0,0,30,0,0,92,0,336,0,0,0,0,0,0,0,0,0
"13606",0,2346,0,0,12042,706,0,0,0,248,5595,0,444,273,9,0,0,0,0,0,806,981,469,0,0,7184,255
"19479",0,548,0,0,12336,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,280,0,1393,0,0,72
"18442",0,2494,0,1336,11966,722,0,63,26,769,0,0,0,190,9,18,0,99,0,0,1500,557,336,0,0,5372,169
"15793",0,3821,3485,99,11829,120,0,847,0,0,0,0,30,166,61,0,0,899,0,0,1528,272,0,0,0,2974,156
"18310",0,2041,0,2626,12612,966,2869,22,0,0,0,0,218,100,0,0,0,0,0,0,1300,498,273,0,0,3577,113
"10293",0,1839,0,491,7882,29,0,0,0,0,0,0,0,79,14,312,0,570,0,0,304,1924,0,0,0,0,70
"12779",0,1867,3100,807,11987,83,0,0,6846,0,0,0,7,158,0,0,0,0,0,0,844,761,892,0,0,3936,143
"14855",0,2309,0,820,12097,104,3124,0,6074,400,0,0,0,41,7,513,0,368,0,0,640,245,220,0,0,4114,35
"16773",0,1018,0,1279,10851,0,0,0,0,0,0,0,0,100,0,0,0,113,0,0,521,303,96,0,0,0,81
"15550",0,529,0,0,12850,0,0,0,0,0,0,0,0,0,0,0,816,0,0,0,0,0,0,0,0,0,0
"11420",0,8683,1546,2609,10749,1250,1128,0,0,341,0,0,9,73,22,0,0,245,0,0,428,336,0,0,0,3866,65
"13959",0,2490,0,194,10602,36,0,0,0,0,0,0,29,0,7,434,0,0,0,0,0,0,0,0,0,0,0
"16591",0,1076,0,401,12101,0,0,0,0,0,0,0,0,0,0,230,0,95,0,0,0,0,0,0,0,0,0
"12141",0,2296,0,710,11827,1018,5432,553,0,310,0,0,27,190,8,0,0,303,0,0,951,527,0,0,0,6901,196
"10012",0,1331,0,0,12121,78,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0
"14514",0,928,0,200,11024,0,0,0,0,0,0,0,28,51,0,682,0,0,0,0,790,117,0,0,0,0,34
"18457",0,1565,3068,200,11887,1003,0,240,6625,0,0,0,0,42,0,95,0,128,0,0,1001,261,0,0,0,4734,45
"14213",0,2782,0,7487,11442,560,0,499,2558,670,0,0,0,146,0,510,0,44,0,0,0,417,0,0,0,3812,186
"18865",0,3107,9733,493,12286,100,0,289,0,0,0,0,0,89,0,0,0,98,0,0,639,265,0,0,0,4887,113
"12447",0,2067,0,0,11468,1516,0,338,5431,715,0,0,29,163,24,321,0,0,0,0,1245,582,173,0,0,6624,187
"13378",0,4260,0,1243,12151,2343,0,0,0,0,0,0,0,41,0,124,0,281,0,0,540,151,0,0,0,4755,60
"12543",0,1801,0,2497,12254,520,3851,96,0,368,0,0,0,219,0,0,0,133,0,0,554,1687,456,0,0,6363,221
"16524",0,3326,0,0,11371,722,0,658,0,359,3463,0,27,178,0,0,0,493,0,0,968,554,0,0,0,8700,191
"18698",0,2481,0,0,11979,590,2769,421,0,0,0,0,0,82,0,0,0,506,0,0,1092,428,410,0,0,4765,100
"15345",0,1665,0,136,12071,0,0,0,0,0,0,0,30,49,0,0,0,0,0,0,0,0,0,0,0,0,29
"13347",0,2606,0,331,12280,53,0,0,2928,534,0,0,27,91,0,0,0,79,0,0,1462,396,461,0,0,5308,122
"13215",0,1501,0,0,10338,0,0,0,0,0,0,0,31,128,0,416,0,213,0,0,918,288,78,0,0,175,122
"12326",0,2929,0,5076,11621,727,4335,622,0,315,0,0,0,173,0,0,0,727,0,0,922,450,0,0,0,3042,163
"12328",0,3404,2981,0,12089,145,0,0,6509,0,0,0,27,126,0,0,0,828,0,0,503,298,277,0,0,4606,108
"12655",0,2704,0,1696,12529,502,0,185,0,0,7948,0,0,74,0,0,0,0,0,0,973,429,210,0,0,4166,104
"15770",0,3052,2877,962,11897,424,0,667,6606,0,0,0,26,74,121,0,0,658,0,0,4067,207,0,0,0,112,98
"19933",0,2767,6024,2938,12286,871,0,0,0,0,0,0,0,156,0,0,0,308,0,0,754,374,0,0,0,1793,182
"10123",0,1577,0,156,11737,30,0,269,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10248",0,355,0,0,1128,0,0,0,0,0,0,0,39,0,8,0,0,0,0,0,0,0,0,0,0,0,0
"11808",0,2207,0,0,12076,410,0,346,5635,0,0,0,0,152,0,0,0,0,0,0,1013,526,93,0,0,8184,175
"14752",0,3022,0,2948,12199,776,0,224,5940,0,0,0,0,80,0,0,0,219,0,0,601,402,251,0,0,4616,117
"19761",0,1485,0,170,11724,0,0,0,0,0,0,0,318,0,33,0,0,0,0,0,0,0,0,0,0,0,0
"19694",0,322,0,0,1114,7,0,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13630",0,876,0,0,12136,0,0,0,0,0,0,0,37,42,8,0,0,0,0,0,0,237,0,0,0,323,43
"19444",0,1247,0,0,11782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"19365",0,3488,0,0,11886,82,6301,143,0,261,0,0,0,174,0,0,0,264,0,0,1223,571,107,0,0,6259,164
"10413",0,1058,0,1505,9878,0,0,0,0,0,0,0,0,44,0,0,0,206,0,0,1243,128,0,0,0,0,55
"12337",0,1349,0,0,10623,12,0,159,0,0,0,0,0,107,0,0,0,0,0,0,749,261,94,0,0,0,87
"11488",0,2708,0,450,12400,183,0,77,6241,0,2940,0,37,83,0,0,0,126,0,0,828,393,252,0,0,4424,105
"17100",0,2446,0,4842,12464,251,0,71,0,1176,5342,0,37,74,9,459,0,323,0,0,1230,276,33,0,0,185,85
"15956",0,2454,13,626,11169,828,2630,291,0,0,0,0,29,101,7,494,0,0,0,0,368,268,0,0,0,4024,103
"16731",0,2343,0,0,12398,80,0,208,0,206,6370,0,0,193,22,0,0,0,0,0,855,685,381,0,0,6799,196
"16147",0,1947,0,2442,11738,888,0,0,4707,0,0,0,0,138,0,0,0,0,0,0,1002,570,243,0,0,6073,157
"11585",0,2384,0,42,11935,899,8375,683,0,427,0,0,0,100,0,0,0,347,0,0,1350,472,425,0,0,3329,122
"19726",0,1231,0,174,11844,0,0,0,0,0,0,0,36,0,0,0,0,344,0,0,0,0,0,0,0,0,0
"14869",0,2743,0,0,11394,811,0,0,0,0,6724,0,0,158,9,590,0,445,0,0,539,648,138,0,0,4166,176
"19769",0,3118,0,0,11590,423,0,346,4998,416,0,0,33,245,9,172,0,329,0,0,788,572,172,0,0,7573,252
